순위,상품명,판매가,작가,출판사,출시일자,분야
145,그래머 게이트웨이 베이직: 초보를 위한 기초 영문법 (Grammar Gateway Basic Light Version),"11,610",David Cho,해커스어학연구소,20220117,외국어
146,이기적 유전자(리커버:K),"18,000",리처드 도킨스,을유문화사,20230130,과학
147,이상한 손님,"10,800",백희나,책읽는곰,20180321,유아(0~7세)
148,부동산 상식사전,"14,850",백영록,길벗,20170228,경제/경영
149,타이탄의 도구들(블랙 에디션),"16,200",팀 페리스,토네이도,20220620,자기계발
150,마케터의 일,"12,600",장인성,북스톤,20180405,경제/경영
151,도티&잠뜰 스토리북-방탈출 대작전,"7,650",대원키즈 편집부,대원키즈,20171102,어린이(초등)
152,욱하는 성질 죽이기,"13,500",로널드 T.포터-에프론,다연,20141010,자기계발
153,앞으로 5년 미중전쟁 시나리오,"22,500",최윤식,지식노마드,20180622,경제/경영
154,어벤져스 인피니티 워 캐릭터도감,"8,550",대원키즈 편집부,대원키즈,20180420,어린이(초등)
155,나에게 고맙다,"12,420",전승환,허밍버드,20160622,시/에세이
156,수학이 필요한 순간,"14,220",김민형,인플루엔셜,20180803,과학
157,내가 소홀했던 것들,"15,120",흔글,알에이치코리아,20180117,시/에세이
158,댄 애리얼리 부의 감각,"16,200",댄 애리얼리 외,청림출판,20180725,경제/경영
159,여행영어 100일의 기적,"10,800",문성현,넥서스,20170620,외국어
160,스님의 주례사,"12,420",법륜,휴,20180420,종교
161,북유럽 신화,"13,320",닐 게이먼,나무의철학,20170626,역사/문화
162,프레임,"14,400",최인철,21세기북스,20160831,자기계발
163,데미안(초판본)(1919년 초판본 오리지널 표지 디자인),"8,820",헤르만 헤세,더스토리,20160627,소설
164,백종원이 추천하는 집밥 메뉴 55,"8,910",백종원,서울문화사,20170421,요리
165,어쩌면 내가 가장 듣고 싶었던 말,"12,600",정희재,갤리온,20170203,시/에세이
166,무엇이 되지 않더라도,"13,500",김동영,아르테(arte),20171218,시/에세이
167,플랫폼 제국의 미래,"16,200",스콧 갤러웨이,비즈니스북스,20180430,경제/경영
168,바다는 잘 있습니다,"10,800",이병률,문학과지성사,20170920,시/에세이
169,일빵빵 영어회화 1,"12,420",서장혁,토마토,20120601,외국어
170,내가 만난 1%의 사람들,"13,500",아담 J. 잭슨,씽크뱅크,20180110,자기계발
171,나의 문화유산답사기: 산사 순례,"18,000",유홍준,창비,20180830,역사/문화
172,일빵빵 기초영어: 동사 조동사 편,"12,420",서장혁,토마토,20140102,외국어
173,꿈을 꾸었다고 말했다(제42회 이상문학상 작품집 2018년),"13,320",손홍규 외,문학사상,20180112,소설
174,시를 잊은 그대에게(리커버),"13,500",정재찬,휴머니스트,20200316,시/에세이
175,11문자 살인사건,"15,120",히가시노 게이고,알에이치코리아,20180713,소설
176,하루 5분 엄마의 말습관,"13,320",임영주,위즈덤하우스,20180806,가정/육아
177,오리진 1,"11,700",댄 브라운,문학수첩,20171123,소설
178,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라,"14,220",김용택,위즈덤하우스,20221101,시/에세이
179,미스 함무라비,"12,150",문유석,문학동네,20161202,소설
180,블루오션 시프트,"18,000",김위찬 외,비즈니스북스,20171230,경제/경영
1,언어의 온도(170만부 기념 에디션),"12,420",이기주,말글터,20160819,시/에세이
2,자존감 수업,"15,300",윤홍균,심플라이프,20160901,인문
3,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라,"14,220",김용택,위즈덤하우스,20221101,시/에세이
4,설민석의 조선왕조실록,"19,800",설민석,세계사,20160720,역사/문화
5,국가란 무엇인가,"13,500",유시민,돌베개,20170123,인문
6,완벽한 공부법,"17,820",고영성 외,로크미디어,20170106,자기계발
7,나미야 잡화점의 기적,"13,320",히가시노 게이고,현대문학,20121219,소설
8,너의 이름은.,"11,700",신카이 마코토,대원씨아이,20170117,소설
9,제4차 산업혁명,"13,500",클라우스 슈밥,메가스터디북스,20160420,경제/경영
10,기린의 날개,"15,120",히가시노 게이고,재인,20170206,소설
11,공터에서,"14,400",김훈,해냄출판사,20170203,소설
12,하늘과 바람과 별과 시(미니북)(초판본)(1955년 정음사 오리지널 표지디자인),"4,950",윤동주,더스토리,20170317,시/에세이
13,영어책 한 권 외워봤니?,"12,600",김민식,위즈덤하우스,20170111,자기계발
14,82년생 김지영,"12,600",조남주,민음사,20161014,소설
15,미움받을 용기,"13,410",기시미 이치로 외,인플루엔셜,20141117,인문
16,나는 나로 살기로 했다,"12,420",김수현,마음의숲,20200316,시/에세이
17,보노보노처럼 살다니 다행이야,"14,400",김신회,놀,20170406,시/에세이
18,어떻게 살 것인가,"13,500",유시민,생각의길,20130313,인문
19,채식주의자,"10,800",한강,창비,20071030,소설
20,숨결이 바람 될 때,"12,600",폴 칼라니티,흐름출판,20160822,시/에세이
21,문재인의 운명(특별판),"13,500",문재인,북팔,20170509,정치/사회
22,너의 이름은 Another Side: Earthbound,"6,300",신카이 마코토 ,대원씨아이,20170115,소설
23,브루클린의 소녀,"13,050",기욤 뮈소,밝은세상,20161206,소설
24,사피엔스,"24,120",유발 하라리,김영사,20230401,인문
25,새는 날아가면서 뒤돌아보지 않는다,"12,600",류시화,더숲,20170225,시/에세이
26,트렌드 코리아 2017,"14,400",김난도 외,미래의창,20161031,경제/경영
27,설민석의 한국사 대모험 1,"8,820",설민석 외,아이휴먼,20170123,어린이(초등)
28,센서티브,"12,600",일자 샌드,다산지식하우스,20170209,인문
29,나에게 고맙다,"12,420",전승환,허밍버드,20160622,시/에세이
30,그럴 때 있으시죠?,"14,220",김제동,나무의마음,20161025,시/에세이
31,대한민국이 묻는다,"15,300",문재인,21세기북스,20170120,정치/사회
32,너의 안부를 묻는 밤,"11,700",지민석 외,시드앤피드,20170124,시/에세이
33,약간의 거리를 둔다,"8,910",소노 아야코,책읽는고양이,20161020,시/에세이
34,너의 이름은 1,"4,950",Makoto Shinkai ,대원씨아이,20161231,만화
35,가면산장 살인사건,"15,120",히가시노 게이고,재인,20140926,소설
36,어쩌면 내가 가장 듣고 싶었던 말,"12,600",정희재,갤리온,20170203,시/에세이
37,완벽하지 않은 것들에 대한 사랑,"13,320",혜민,수오서재,20160203,시/에세이
38,참 소중한 너라서,"13,320",김지훈,알에이치코리아,20160707,시/에세이
39,타이탄의 도구들(블랙 에디션),"16,200",팀 페리스,토네이도,20220620,자기계발
40,78층 나무 집,"12,600",앤디 그리피스,시공주니어,20181105,어린이(초등)
41,스물아홉 생일 1년 후 죽기로 결심했다(반짝 에디션),"14,220",하야마 아마리,위즈덤하우스,20221201,시/에세이
42,낭만적 연애와 그 후의 일상,"12,150",알랭 드 보통,은행나무,20160825,소설
43,고슴도치의 소원,"15,300",톤 텔레헨,아르테(arte),20170210,소설
44,유시민의 글쓰기 특강,"13,500",유시민,생각의길,20150410,인문
45,도깨비 1,"12,420",김은숙,알에이치코리아,20170131,소설
46,너에게 하고 싶은 말,"11,700",김수민,쌤앤파커스,20151211,시/에세이
47,호모 데우스,"19,800",유발 하라리,김영사,20170519,인문
48,세계미래보고서 2055,"14,400",박영숙 외,비즈니스북스,20170120,경제/경영
49,인생의 발견,"15,120",시어도어 젤딘,어크로스,20161215,인문
50,"9등급 꼴찌, 1년 만에 통역사 된 비법","12,600",장동완,리더스북,20170410,자기계발
51,대통령의 글쓰기,"14,400",강원국,메디치미디어,20170525,인문
52,해리 포터와 저주받은 아이 1부(스페셜 리허설 에디션 대본),"10,800",존 티퍼니 외,문학수첩,20161117,소설
53,꽃을 보듯 너를 본다,"9,900",나태주,지혜,20201130,시/에세이
54,당신은 아무 일 없던 사람보다 강합니다,"13,320",김창옥,수오서재,20161008,자기계발
55,원피스 84: 루피 VS. 상디,"4,500",오다 에이치로,대원씨아이,20170331,만화
56,너무 시끄러운 고독,"10,800",보후밀 흐라발,문학동네,20160708,소설
57,도깨비 포토에세이,"25,200",화앤담픽쳐스 외,알에이치코리아,20170210,시/에세이
58,아침 5시의 기적,"11,700",제프 샌더스,비즈니스북스,20170210,자기계발
59,못 참는 아이 욱하는 부모(50만 부 발매 기념 리커버 에디션),"15,120",오은영,코리아닷컴,20160515,가정/육아
60,탁월한 사유의 시선,"15,300",최진석,21세기북스,20170120,인문
61,마켓 4.0,"14,400",필립 코틀러 외,더퀘스트,20170217,경제/경영
62,할머니는 죽지 않는다,"14,220",공지영,해냄출판사,20170403,소설
63,쇼코의 미소,"13,050",최은영,문학동네,20190620,소설
64,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라+플러스,"11,520",김용택,위즈덤하우스,20161215,시/에세이
65,열한 계단(리커버 특별판),"15,300",채사장,웨일북(whalebooks),20161210,인문
66,임신 출산 육아 대백과(2019~2020),"16,650",삼성출판사 편집부,삼성출판사,20190701,가정/육아
67,노르웨이의 숲,"12,600",무라카미 하루키,민음사,20130902,소설
68,삶의 정도,"12,600",윤석철,위즈덤하우스,20110110,자기계발
69,소년이 온다,"13,500",한강,창비,20140519,소설
70,당신 거기 있어줄래요,"8,820",기욤 뮈소,밝은세상,20070420,소설
71,말투 하나 바꿨을 뿐인데(20만 부 기념 리커버 스페셜 에디션),"11,700",나이토 요시히토,유노북스,20170317,자기계발
72,프레임,"14,400",최인철,21세기북스,20160831,자기계발
73,당신 인생의 이야기,"13,050",테드 창,엘리,20161019,소설
74,백년을 살아보니,"13,500",김형석,덴스토리(Denstory),20160801,인문
75,에고라는 적,"16,200",라이언 홀리데이,흐름출판,20170403,자기계발
76,편의점 인간,"12,600",무라타 사야카,살림,20161101,소설
77,"일의 미래, 무엇이 바뀌고 무엇이 오는가","14,220",선대인,인플루엔셜,20170313,경제/경영
78,자유로울 것,"11,700",임경선,위즈덤하우스,20170220,시/에세이
79,미움받을 용기 2,"13,410",기시미 이치로 외,인플루엔셜,20160502,인문
80,데미안(초판본)(1919년 초판본 오리지널 표지 디자인),"8,820",헤르만 헤세,더스토리,20160627,소설
81,부동산 투자의 정석,"14,400",김원철,알키,20161215,경제/경영
82,나는 왜 너를 사랑하는가,"12,600",수전 젠켈,심야책방,20160901,시/에세이
83,당신의 마음을 안아줄게요,"13,320",김지훈,알에이치코리아,20170125,시/에세이
84,도티&잠뜰: 브리티니 왕국의 비밀,"8,550",김현수,대원키즈,20161223,어린이(초등)
85,오직 두 사람,"11,700",김영하,문학동네,20170525,소설
86,나의 친애하는 적,"14,850",허지웅,문학동네,20161130,시/에세이
87,너의 이름은 공식 비주얼 가이드,"15,300",안혜은,대원씨아이,20170127,만화
88,운명과 분노,"14,850",로런 그로프,문학동네,20170405,소설
89,마법천자문 38: 지탱해라! 지탱할 지,"8,820",홍거북,아울북,20170202,어린이(초등)
90,나의 한국현대사,"16,200",유시민,돌베개,20140710,역사/문화
91,잠 1,"14,220",베르나르 베르베르,열린책들,20220520,소설
92,어쩌다 한국인,"14,400",허태균,중앙북스,20151207,인문
93,말주변이 없어도 대화 잘하는 법,"11,700",김영돈,다연,20161010,자기계발
94,일빵빵 영어회화 1,"12,420",서장혁,토마토,20120601,외국어
95,나는 뻔뻔하게 살기로 했다,"12,420",데이비드 시버리,홍익출판사,20170405,인문
96,풍경소리(제41회 이상문학상 작품집 2017년),"13,320",구효서 외,문학사상,20170126,소설
97,말의 품격,"13,050",이기주,황소북스,20170529,인문
98,제8회 젊은작가상 수상작품집(2017),"10,800",임현 외,문학동네,20170407,소설
99,"헬로, 카카오프렌즈","10,800",미호 편집부,미호,20160831,예술/대중문화
100,나는 마트 대신 부동산에 간다,"13,500",김유라,한국경제신문사,20161025,경제/경영
101,무코다 이발소,"13,320",오쿠다 히데오,북로드,20170101,소설
102,제4의 물결이 온다,"25,200",최윤식 외,지식노마드,20170206,경제/경영
103,스페셜솔져 코믹스 1,"8,820",유대영,겜툰,20170125,어린이(초등)
104,여덟 단어,"13,500",박웅현,북하우스,20130520,인문
105,총 균 쇠,"25,200",재레드 다이아몬드,문학사상,20051219,역사/문화
106,코스모스,"17,910",칼 세이건,사이언스북스,20100120,과학
107,알사탕,"10,800",백희나,책읽는곰,20170325,유아(0~7세)
108,어린왕자(초판본),"8,820",앙투안 드 생텍쥐페리,더스토리,20160830,소설
109,"경제, 알아야 바꾼다","13,500",주진형,메디치미디어,20170405,경제/경영
110,보통의 존재,"11,700",이석원,달,20091104,시/에세이
111,백종원이 추천하는 집밥 메뉴 54,"8,910",백종원,서울문화사,20160120,요리
112,7년의 밤,"13,050",정유정,은행나무,20160530,소설
113,절대고독,"13,050",고도원,꿈꾸는책방(꿈책),20170110,시/에세이
114,종의 기원,"11,700",정유정,은행나무,20160516,소설
115,1만권 독서법,"10,800",인나미 아쓰시,위즈덤하우스,20170119,자기계발
116,저스트고 오사카: 교토 고베 나라(2017-2018),"16,650",원경혜 외,시공사,20170330,여행
117,왕초보 영어회화 100일의 기적,"10,800",문성현,넥서스,20160501,외국어
118,영업은 배반하지 않는다,"16,200",임진환,쌤앤파커스,20161125,경제/경영
119,당신은 겉보기에 노력하고 있을 뿐,"13,950",리샹룽,북플라자,20161020,자기계발
120,고구려 6: 구부의 꿈(소수림왕),"12,420",김진명,새움,20161028,소설
121,모아나,"8,550",월트디즈니,Oh!북스,20161230,유아(0~7세)
122,시원스쿨 기초 영어법,"13,500",이시원,시원스쿨닷컴,20201016,외국어
123,나쁜 습관 정리법,"12,600",고도 도키오,지식너머,20170120,자기계발
124,90일 완성 돈 버는 평생 습관,"10,800",요코야마 미츠아키,걷는나무,20170303,경제/경영
125,BIGVOCA core(빅보카 코어),"10,800",신영준,로크미디어,20160722,외국어
126,태도에 관하여,"10,800",임경선,한겨레출판사,20150330,시/에세이
127,해커스 보카(Hackers Vocabulary),"15,210",David Cho,해커스어학연구소,20211213,외국어
128,왜 나는 너를 사랑하는가,"10,800",알랭 드 보통,청미래,20130115,소설
129,블록체인 혁명,"22,500",돈 탭스콧 외,을유문화사,20170120,경제/경영
130,"명견만리: 윤리, 기술, 중국, 교육 편","14,220",KBS <명견만리> 제작팀,인플루엔셜,20160921,경제/경영
131,데미안,"7,200",헤르만 헤세,민음사,20090120,소설
132,너라는 위로,"11,700",김수민,쌤앤파커스,20170421,시/에세이
133,"지금 다시, 헌법","16,200",차병직 외,로고폴리스,20161118,정치/사회
134,정의란 무엇인가,"13,500",마이클 샌델,와이즈베리,20141120,인문
135,너무 재밌어서 잠 못 드는 세계사,"13,500",우야마 다쿠에이,생각의길,20161010,역사/문화
136,개인주의자 선언,"12,150",문유석,문학동네,20220315,인문
137,도티&잠뜰 TV 외계인 학교 1,"7,650",샌드박스 네트워크 ,대원키즈,20161025,어린이(초등)
138,아홉 살 마음 사전,"11,700",박성우,창비,20230209,어린이(초등)
139,대논쟁! 철학 배틀,"12,600",하타케야마 소,다산초당,20170201,청소년
140,나혼자 끝내는 독학 일본어 첫걸음,"11,700",넥서스콘텐츠개발팀,넥서스JAPANESE,20160627,외국어
141,설민석의 첫출발 한국사 연표,"5,400",설민석,휴먼큐브,20160214,역사/문화
142,알면서도 알지 못하는 것들(리커버 에디션),"14,220",김승호,스노우폭스북스,20170110,자기계발
143,100: 나에게 건네는 말,"14,400",전승환,허밍버드,20170327,시/에세이
144,당신의 완벽한 1년,"13,320",샤를로테 루카스,북펌,20170109,소설
145,클로즈업 오사카(2017),"16,200",유재우 외,에디터,20161209,여행
146,게으름도 습관이다,"12,600",최명기,알키,20170105,자기계발
147,초속 5센티미터,"10,800",신카이 마코토,대원씨아이,20170117,소설
148,새벽 세시 + 무너지지만 말아 + 새삼스러운 세상 한정판 스페셜 에디션 세트,"14,850",흔글 외,경향BP,20170424,시/에세이
149,이기는 대화,"11,700",이서정,머니플러스,20130718,자기계발
150,착! 붙는 일본어 독학 첫걸음,"12,600",일본어 공부기술연구소,시사일본어사,20220120,외국어
151,한국의 젊은 부자들,"13,500",이신영,메이븐,20170508,경제/경영
152,언어의 정원,"11,700",신카이 마코토,대원씨아이,20170117,소설
153,일빵빵 기초영어: 동사 조동사 편,"12,420",서장혁,토마토,20140102,외국어
154,13층 나무 집,"12,600",앤디 그리피스,시공주니어,20181105,어린이(초등)
155,유아 식판식,"11,700",김주연,지식너머,20150325,요리
156,도티&잠뜰: 게임의 시작,"8,550",대원키즈 편집부 외,대원키즈,20160923,어린이(초등)
157,#너에게,"11,520",하태완,넥서스BOOKS,20170205,시/에세이
158,우리에겐 언어가 필요하다,"10,800",이민경,봄알람,20160822,정치/사회
159,미스터 하이든,"11,700",사샤 아랑고,북폴리오,20160629,소설
160,"한국경제, 돈의 배반이 시작된다","13,500",타마키 타다시,스몰빅인사이트,20161212,경제/경영
161,"엄마, 오늘도 사랑해","11,700",구작가,위즈덤하우스,20170405,시/에세이
162,하이큐!! 23,"4,050",Haruichi Furudate,대원씨아이,20170228,만화
163,달의 조각,"12,420",하현,빌리버튼,20170125,시/에세이
164,최강 동물왕: 멸종동물 편,"10,800",학연 컨텐츠 개발팀,다락원,20161220,어린이(초등)
165,너는 나에게 상처를 줄 수 없다,"12,600",배르벨 바르데츠키,걷는나무,20131120,인문
166,미래의 속도,"14,400",리처드 돕스 외,청림출판,20161109,경제/경영
167,돌이킬 수 없는 약속,"13,500",야쿠마루 가쿠,북플라자,20170202,소설
168,백종원이 추천하는 집밥 메뉴 52,"8,910",백종원,서울문화사,20140828,요리
169,한국의 1000원짜리 땅 부자들,"14,400",김장섭 외,트러스트북스,20170410,경제/경영
170,김진명의 한국사 X파일,"10,080",김진명,새움,20170117,역사/문화
171,선대인의 대한민국 경제학,"16,200",선대인,다산북스,20170110,경제/경영
172,냉정한 이타주의자,"14,400",윌리엄 맥어스킬,부키,20170228,인문
173,재무제표 모르면 주식투자 절대로 하지마라,"17,820",사경인,베가북스,20161221,경제/경영
174,오두막(100쇄 특별판),"12,420",윌리엄 폴 영,세계사,20170508,소설
175,부자를 만드는 부부의 법칙,"13,500",슈퍼짠 부부 8쌍,길벗,20170206,경제/경영
176,명탐정 코난 91,"4,050",Aoyama Gosho,서울미디어코믹스(서울문화사),20170225,만화
177,밑바닥부터 시작하는 딥러닝,"21,600",사이토 고키,한빛미디어,20170103,컴퓨터/IT
178,프렌즈 스페인 포르투갈('17~'18),"14,400",박현숙,중앙북스,20170415,여행
1,채식주의자,"10,800",한강,창비,20071030,소설
2,완벽하지 않은 것들에 대한 사랑,"13,320",혜민,수오서재,20160203,시/에세이
3,미움받을 용기,"13,410",기시미 이치로 외,인플루엔셜,20141117,인문
4,설민석의 조선왕조실록,"19,800",설민석,세계사,20160720,역사/문화
5,나미야 잡화점의 기적,"13,320",히가시노 게이고,현대문학,20121219,소설
6,사피엔스,"24,120",유발 하라리,김영사,20230401,인문
7,나에게 고맙다,"12,420",전승환,허밍버드,20160622,시/에세이
8,미움받을 용기 2,"13,410",기시미 이치로 외,인플루엔셜,20160502,인문
9,자존감 수업,"15,300",윤홍균,심플라이프,20160901,인문
10,종의 기원,"11,700",정유정,은행나무,20160516,소설
11,낭만적 연애와 그 후의 일상,"12,150",알랭 드 보통,은행나무,20160825,소설
12,라플라스의 마녀,"15,120",히가시노 게이고,현대문학,20160111,소설
13,풀꽃도 꽃이다 1,"14,850",조정래,해냄출판사,20160712,소설
14,너에게 하고 싶은 말,"11,700",김수민,쌤앤파커스,20151211,시/에세이
15,못 참는 아이 욱하는 부모(50만 부 발매 기념 리커버 에디션),"15,120",오은영,코리아닷컴,20160515,가정/육아
16,오베라는 남자,"15,120",프레드릭 배크만,다산책방,20230309,소설
17,하늘과 바람과 별과 시,"8,820",윤동주,소와다리,20160209,시/에세이
18,미 비포 유(Me Before You),"13,500",조조 모예스,살림,20140101,소설
19,보통의 존재,"11,700",이석원,달,20091104,시/에세이
20,스물아홉 생일 1년 후 죽기로 결심했다(반짝 에디션),"14,220",하야마 아마리,위즈덤하우스,20221201,시/에세이
21,오리지널스,"14,400",애덤 그랜트,한국경제신문사,20160202,경제/경영
22,소년이 온다,"13,500",한강,창비,20140519,소설
23,미라클모닝,"13,320",할 엘로드,한빛비즈,20220805,자기계발
24,법륜 스님의 행복,"13,500",법륜,나무의마음,20160817,종교
25,김미경의 인생미답,"13,500",김미경,한국경제신문사,20160510,자기계발
26,숨결이 바람 될 때,"12,600",폴 칼라니티,흐름출판,20160822,시/에세이
27,해리 포터와 저주받은 아이 1부(스페셜 리허설 에디션 대본),"10,800",존 티퍼니 외,문학수첩,20161117,소설
28,가면산장 살인사건,"15,120",히가시노 게이고,재인,20140926,소설
29,지금 이 순간,"12,420",기욤 뮈소,밝은세상,20151202,소설
30,BIGVOCA core(빅보카 코어),"10,800",신영준,로크미디어,20160722,외국어
31,편안하고 사랑스럽고 그래,"12,420",퍼엉,위즈덤하우스(예담),20160314,시/에세이
32,언제 들어도 좋은 말,"11,700",이석원,그책,20170917,시/에세이
33,트렌드 코리아 2016,"14,400",김난도 외,미래의창,20151110,경제/경영
34,제4차 산업혁명,"13,500",클라우스 슈밥,메가스터디북스,20160420,경제/경영
35,가끔은 격하게 외로워야 한다,"17,820",김정운,21세기북스,20160104,자기계발
36,7년의 밤,"13,050",정유정,은행나무,20160530,소설
37,너는 나에게 상처를 줄 수 없다,"12,600",배르벨 바르데츠키,걷는나무,20131120,인문
38,"다시, 책은 도끼다","14,400",박웅현,북하우스,20160609,인문
39,임신 출산 육아 대백과(2019~2020),"16,650",삼성출판사 편집부,삼성출판사,20190701,가정/육아
40,내 안에서 나를 만드는 것들,"13,500",이현주,세계사,20151027,인문
41,애프터 유(After You),"14,400",조조 모예스,아르테(arte),20160523,소설
42,"명견만리: 인구, 경제, 북한, 의료 편","14,220",KBS <명견만리> 제작팀,인플루엔셜,20160607,경제/경영
43,그럴 때 있으시죠?,"14,220",김제동,나무의마음,20161025,시/에세이
44,세계미래보고서 2050,"13,500",박영숙 외,교보문고,20160128,경제/경영
45,시민의 교양,"13,500",채사장,웨일북(whalebooks),20151227,인문
46,담론,"16,200",신영복,돌베개,20150420,인문
47,백종원이 추천하는 집밥 메뉴 54,"8,910",백종원,서울문화사,20160120,요리
48,언틸유아마인(Until you're mine),"13,500",사만다 헤이즈,북플라자,20160131,소설
49,유시민의 글쓰기 특강,"13,500",유시민,생각의길,20150410,인문
50,할머니가 미안하다고 전해달랬어요,"13,320",프레드릭 배크만,다산책방,20160404,소설
51,표현의 기술,"14,400",정훈이,생각의길,20160608,인문
52,감옥으로부터의 사색,"11,700",신영복,돌베개,20100901,시/에세이
53,직업으로서의 소설가,"12,600",무라카미 하루키,현대문학,20160425,시/에세이
54,나는 생각이 너무 많아,"13,320",크리스텔 프티콜랭,부키,20140520,인문
55,"헬로, 카카오프렌즈","10,800",미호 편집부,미호,20160831,예술/대중문화
56,여덟 단어,"13,500",박웅현,북하우스,20130520,인문
57,대통령의 글쓰기,"14,400",강원국,메디치미디어,20170525,인문
58,대한민국 부동산의 미래,"14,400",김장섭,트러스트북스,20160620,경제/경영
59,트렌드 코리아 2017,"14,400",김난도 외,미래의창,20161031,경제/경영
60,데미안,"7,200",헤르만 헤세,민음사,20090120,소설
61,글자전쟁,"12,780",김진명,새움,20150801,소설
62,반응하지 않는 연습,"11,520",구사나기 류순,위즈덤하우스,20160512,자기계발
63,클로즈업 오사카(2017),"16,200",유재우 외,에디터,20161209,여행
64,백종원이 추천하는 집밥 메뉴 52,"8,910",백종원,서울문화사,20140828,요리
65,덕혜옹주,"12,420",권비영,다산책방,20151020,소설
66,어떻게 살 것인가,"13,500",유시민,생각의길,20130313,인문
67,시원스쿨 기초 영어법,"13,500",이시원,시원스쿨닷컴,20201016,외국어
68,어떻게 인생을 살 것인가,"13,500",쑤린,다연,20150608,자기계발
69,해커스 보카(Hackers Vocabulary),"15,210",David Cho,해커스어학연구소,20211213,외국어
70,블로노트(Blonote),"11,700",타블로,달,20160928,시/에세이
71,1년 만에 기억력 천재가 된 남자,"13,500",조슈아 포어,갤리온,20160421,인문
72,혼자 있는 시간의 힘,"13,500",사이토 다카시,위즈덤하우스,20230101,자기계발
73,"즐겁게 살자, 고민하지 말고","12,420",에쿠니 가오리,소담,20160620,소설
74,아주 작은 반복의 힘,"11,700",로버트 마우어,스몰빅라이프,20160302,자기계발
75,죽여 마땅한 사람들,"13,320",피터 스완슨,푸른숲,20160722,소설
76,주식투자 무작정 따라하기,"14,400",윤재수,길벗,20131210,경제/경영
77,13층 나무 집,"12,600",앤디 그리피스,시공주니어,20181105,어린이(초등)
78,태도에 관하여,"10,800",임경선,한겨레출판사,20150330,시/에세이
79,원피스 80: 개막 선언,"4,500",오다 에이치로,대원씨아이,20160229,만화
80,이기는 대화,"11,700",이서정,머니플러스,20130718,자기계발
81,창문 넘어 도망친 100세 노인,"15,120",요나스 요나손,열린책들,20130725,소설
82,꽃을 보듯 너를 본다,"9,900",나태주,지혜,20201130,시/에세이
83,BIGVOCA advanced(빅보카 어드밴스드),"10,800",신영준,로크미디어,20160722,외국어
84,책은 도끼다,"14,400",박웅현,북하우스,20111010,인문
85,흰,"10,350",한강,난다,20160601,소설
86,비밀의 정원,"13,500",조해너 배스포드,클,20140820,예술/대중문화
87,1등의 습관,"15,120",찰스 두히그,알프레드,20160509,자기계발
88,하늘과 바람과 별과 시(현대어판),"4,950",윤동주,더스토리,20160314,시/에세이
89,여자가 절대 포기하지 말아야 할 것들,"12,600",박금선,갤리온,20160104,시/에세이
90,총 균 쇠,"25,200",재레드 다이아몬드,문학사상,20051219,역사/문화
91,65층 나무 집,"12,600",앤디 그리피스,시공주니어,20230205,어린이(초등)
92,"명견만리: 윤리, 기술, 중국, 교육 편","14,220",KBS <명견만리> 제작팀,인플루엔셜,20160921,경제/경영
93,신경 쓰지 않는 연습,"13,500",나토리 호겐,세종서적,20151222,자기계발
