순위,상품명,판매가,작가,출판사,출시일자,분야
46,스크린 영어회화: 겨울왕국,"16,200",강윤혜,길벗이지톡,20140130,외국어
47,식당부자들,"12,600",이상규,이상미디어,20140110,경제/경영
48,스마트한 생각들,"12,600",롤프 도벨리,걷는나무,20120628,자기계발
49,서울 시,"8,820",하상욱,중앙북스,20130210,시/에세이
50,나는 까칠하게 살기로 했다,"13,500",양창순,센추리원,20120215,자기계발
51,1만 시간의 법칙,"13,500",이상훈,위즈덤하우스,20100225,자기계발
52,다른 길,"17,550",박노해,느린걸음,20140201,시/에세이
53,쿠키런 어드벤처 1: 런던,"8,820",송도수,서울문화사,20140120,어린이(초등)
54,7년의 밤,"13,050",정유정,은행나무,20160530,소설
55,우아한 거짓말,"12,420",김려령,창비,20140220,소설
56,내일도 출근하는 딸에게(스페셜 리커버),"12,420",유인경,위즈덤하우스,20140303,시/에세이
57,책은 도끼다,"14,400",박웅현,북하우스,20111010,인문
58,부자들의 생각법,"13,500",하노 벡,갤리온,20131031,경제/경영
59,개포동 김갑수씨의 사정,"10,800",허지웅,아우름,20140305,소설
60,스님의 주례사,"10,800",법륜,휴,20100913,종교
61,관찰의 힘,"13,500",얀 칩체이스 외,위너스북,20130610,경제/경영
62,나를 지켜낸다는 것(리커버 특별판),"13,500",팡차오후이,위즈덤하우스,20140228,자기계발
63,삐뽀삐뽀 119소아과,"26,820",하정훈,그린비,20140510,가정/육아
64,다른 모든 눈송이와 아주 비슷하게 생긴 단 하나의 눈송이,"10,800",은희경,문학동네,20140226,소설
65,완전변태,"10,620",이외수,해냄출판사,20140301,소설
66,아기가 잘먹는 이유식은 따로 있다,"11,520",김정미,레시피팩토리,20100201,요리
67,한비네 집 맛있는 이야기,"15,120",이현정,미호,20131220,요리
68,선대인 미친 부동산을 말하다,"13,500",선대인,웅진지식하우스,20131127,경제/경영
69,높고 푸른 사다리,"11,700",공지영,한겨레출판사,20131028,소설
70,엄마 수업,"10,800",법륜,휴,20111014,가정/육아
71,바람이 분다 당신이 좋다,"13,770",이병률,달,20120701,여행
72,참 좋은 당신을 만났습니다,"12,420",송정림,나무생각,20130729,시/에세이
73,빅 픽처,"10,800",더글라스 케네디,밝은세상,20100610,소설
74,스물아홉 생일 1년 후 죽기로 결심했다(반짝 에디션),"14,220",하야마 아마리,위즈덤하우스,20221201,시/에세이
75,자본주의,"15,300",EBS 자본주의 제작팀,가나출판사,20130927,경제/경영
76,서울 시 2,"8,820",하상욱,중앙북스,20130910,시/에세이
77,예감은 틀리지 않는다,"11,520",줄리언 반스,다산책방,20120326,소설
78,365 매일 읽는 긍정의 한 줄,"12,150",린다 피콘,책이있는풍경,20121130,시/에세이
79,메타생각(Meta-Thinking),"17,550",임영익,리콘미디어,20140111,자기계발
80,토마토 BASIC READING(베이직 리딩),"13,320",이보영 외,NE능률,20131101,외국어
81,생명이 자본이다,"13,500",이어령,마로니에북스,20140109,인문
82,질풍론도,"12,600",히가시노 게이고,박하,20140103,소설
83,당신에겐 그런 사람이 있나요,"12,420",무무,책읽는수요일,20131122,시/에세이
84,어떻게 배울 것인가,"13,500",존 맥스웰,비즈니스북스,20140115,자기계발
85,시원스쿨 기초 영어법,"13,500",이시원,시원스쿨닷컴,20201016,외국어
86,진짜 기본 요리책,"14,220",월간 수퍼레시피,레시피팩토리,20130118,요리
87,이보영의 여행 영어회화,"8,820",이보영,에듀박스,20090925,외국어
88,두근 두근 내 인생,"12,600",김애란,창비,20110620,소설
89,지금 시작하는 인문학,"16,200",주현성,더좋은책,20121020,인문
90,명탐정 코난 81,"4,050",Aoyama Gosho,서울미디어코믹스(서울문화사),20140125,만화
91,겨울왕국: 디즈니 무비코믹북,"7,650",대원키즈 편집부,대원키즈,20140101,어린이(초등)
92,한여름의 방정식,"16,920",히가시노 게이고,재인,20140317,소설
93,그래머 게이트웨이 베이직: 초보를 위한 기초 영문법 (Grammar Gateway Basic Light Version),"11,610",David Cho,해커스어학연구소,20220117,외국어
94,코스모스,"17,910",칼 세이건,사이언스북스,20100120,과학
95,프랑스 아이처럼,"13,500",파멜라 드러커맨,북하이브,20130320,가정/육아
96,디즈니 겨울왕국 첫 무비 그림책,"7,650",예림아이 편집부,예림아이,20131210,유아(0~7세)
97,정의란 무엇인가,"13,500",마이클 샌델,김영사,20101020,인문
98,신 황태자비 납치사건,"12,870",김진명,새움,20140123,소설
99,적을 만들지 않는 대화법,"10,800",샘 혼,갈매나무,20150323,자기계발
100,삼성의 임원은 어떻게 일하는가,"12,420",김종원,넥서스BIZ,20140215,경제/경영
101,색채가 없는 다자키 쓰쿠루와 그가 순례를 떠난 해,"13,320",무라카미 하루키,민음사,20130701,소설
102,한 권으로 읽는 조선왕조실록,"16,200",박영규,웅진지식하우스,20130113,역사/문화
103,사랑해 사랑해 사랑해,"10,350",버나뎃 로제티 슈스탁,보물창고,20190325,유아(0~7세)
104,딸아 외로울 때는 시를 읽으렴,"9,000",신현림,걷는나무,20110402,시/에세이
105,지금 중국 주식 천만원이면 10년 후 강남 아파트를 산다,"11,700",정순필,스마트비즈니스,20140306,경제/경영
106,디어 라이프,"14,400",앨리스 먼로,문학동네,20131205,소설
107,정도전과 그의 시대,"10,800",이덕일,옥당,20140110,역사/문화
108,영어패턴 500 플러스,"13,500",이광수 외,넥서스,20120425,외국어
109,내 사람이다,"11,520",곽정은,달,20120118,시/에세이
110,월급쟁이 부자들,"13,500",이명로(상승미소),스마트북스,20140401,경제/경영
111,천 번을 흔들려야 어른이 된다,"14,850",김난도,오우아,20120828,시/에세이
112,이기는 질문 이기는 대답,"11,700",우찌야마 다츠미 외,이가서,20131205,자기계발
113,손글씨 잘 써서 좋겠다,"16,200",공병각,양문,20130620,예술/대중문화
114,일빵빵 영어회화 1,"12,420",서장혁,토마토,20120601,외국어
115,역사 e,"14,220",EBS <역사채널 e> 외,북하우스,20130304,인문
116,엄마를 부탁해,"13,500",신경숙,창비,20081110,소설
117,클로즈업 홍콩(2015-2016),"15,300",유재우 외,에디터,20150401,여행
118,겨울왕국,"5,850",예림아이 편집부,예림아이,20140201,유아(0~7세)
119,왜 나는 너를 사랑하는가,"10,800",알랭 드 보통,청미래,20130115,소설
120,철학이 필요한 시간,"16,020",강신주,사계절,20110215,인문
121,역사 e 2,"14,220",EBS <역사채널 e>,북하우스,20131209,인문
122,스피킹 매트릭스(Speaking Matrix): 1분 영어 말하기,"9,900",김태윤,길벗이지톡,20140110,외국어
123,나는 다만 조금 느릴 뿐이다,"12,600",강세형,쌤앤파커스,20130129,시/에세이
124,상실의 시대(원제: 노르웨이의 숲),"13,500",무라카미 하루키,문학사상사,20100720,소설
125,죽음의 수용소에서,"11,700",빅터 프랭클,청아출판사,20120115,시/에세이
126,초역 니체의 말,"10,800",프리드리히 니체,삼호미디어,20101105,인문
127,엄마는 아들을 너무 모른다,"12,420",창랑 외,위즈덤하우스,20140127,가정/육아
128,다상담 1: 사랑 몸 고독,"12,150",강신주,동녘,20130805,인문
129,New English 900 Vol 1,"11,700",Edwin T. Cornelius,YBM,20120903,외국어
130,아프니까 청춘이다,"12,600",김난도,쌤앤파커스,20101224,시/에세이
131,조직의 비밀,"14,400",레이 피스먼 외,웅진지식하우스,20140203,경제/경영
132,건강하게 오래 살려면 종아리를 주물러라,"10,800",마키 다카코,나라원,20140115,건강
133,나의 문화유산답사기 일본편 3: 교토의 역사,"16,200",유홍준,창비,20140515,역사/문화
134,진격의 거인 12,"4,500",Hajime Isayama ,학산문화사,20140125,만화
135,의사에게 살해당하지 않는 47가지 방법,"13,320",곤도 마코토,더난출판사,20131202,건강
136,마법의 순간,"12,330",파울로 코엘료,자음과모음,20130509,시/에세이
137,생각이 나서,"11,520",황경신,소담출판사,20101105,시/에세이
138,28,"13,050",정유정,은행나무,20130627,소설
139,파이브 데이즈,"12,150",더글라스 케네디,밝은세상,20131120,소설
140,대한민국에서 일하는 엄마로 산다는 것,"12,600",신의진,걷는나무,20140228,자기계발
141,관점을 디자인하라,"13,320",박용후,프롬북스,20130712,자기계발
142,상처받지 않을 권리,"15,300",강신주,프로네시스,20090701,인문
143,사과가 쿵!,"9,900",다다 히로시,보림,20090620,유아(0~7세)
144,눈물,"12,420",최인호,여백,20131224,시/에세이
145,알랭 드 보통의 영혼의 미술관,"29,700",알랭 드 보통 외,문학동네,20190916,예술/대중문화
146,결혼식 전날,"6,300",호즈미,애니북스,20131108,만화
147,저스트고 유럽(2014-2015),"16,200",최철호,시공사,20140325,여행
148,북유럽 이야기,"12,600",김민주,미래의창,20140127,역사/문화
149,세상물정의 사회학,"16,200",노명우,사계절,20131230,정치/사회
150,천기누설 1,"13,500",MBN 천기누설 제작팀,다온북스,20131125,건강
151,끌림,"13,500",이병률,달,20100701,여행
152,윔피키드 8: 절친의 법칙,"10,800",제프 키니,푸른날개,20131216,어린이(초등)
153,4주 해독다이어트,"12,420",박용우,비타북스,20140205,건강
154,습관의 힘,"14,400",찰스 두히그,갤리온,20121030,자기계발
155,투명사회,"10,800",한병철,문학과지성사,20140311,인문
156,미친듯이 심플,"16,200",켄 시걸,문학동네,20140404,경제/경영
157,이방인,"12,420",알베르 카뮈,새움,20140327,소설
158,사랑하라 한번도 상처받지 않은 것처럼,"9,000",류시화,오래된미래,20081024,시/에세이
159,삐뽀삐뽀 119 이유식,"10,710",하정훈,그린비,20060915,요리
160,그리스인 조르바,"13,320",니코스 카잔차키스,열린책들,20091220,소설
161,내 심장을 쏴라,"10,800",정유정,은행나무,20160523,소설
162,인생이란 나를 믿고 가는 것이다,"13,500",이현세,토네이도,20140217,자기계발
163,나루토 66,"4,500",Masashi Kishimoto,대원씨아이,20140131,만화
164,당신이 알아야 할 한국사 10(리커버),"14,400",서경덕 외,메가스터디북스(엔트리),20141107,역사/문화
165,세계로TV의 신가치투자로 돈 번 사람들,"12,600",김원기,글로벌북스,20140320,경제/경영
166,엄마 일단 가고봅시다,"13,500",태원준,북로그컴퍼니,20130715,시/에세이
167,어떻게 원하는 것을 얻는가,"13,500",스튜어트 다이아몬드,8.0(에이트 포인트),20111130,자기계발
168,이중섭 편지와 그림들(1916-1956),"13,500",이중섭,다빈치,20110416,예술/대중문화
169,엄마 결국은 해피엔딩이야,"13,500",태원준,북로그컴퍼니,20131029,시/에세이
170,불안,"13,500",알랭 드 보통,은행나무,20120104,시/에세이
171,마음에 들어,"13,500",김나영,포북(forbook),20140130,시/에세이
172,뱃살부터 빼셔야겠습니다,"5,400",최성우,포북(forbook),20130620,건강
173,몽환화,"12,420",히가시노 게이고,비채,20140520,소설
174,눈물을 그치는 타이밍,"11,700",이애경,허밍버드,20131025,시/에세이
175,클로즈업 오사카(2017),"16,200",유재우 외,에디터,20161209,여행
176,10년 전을 사는 여자 10년 후를 사는 여자,"12,150",아리카와 마유미,웅진지식하우스,20140414,자기계발
177,우는 어른,"10,800",에쿠니 가오리,소담출판사,20131220,시/에세이
178,나는 돈이 없어도 경매를 한다,"14,400",이현정,길벗,20130805,경제/경영
179,메이플 스토리 오프라인 RPG 68,"8,550",송도수,서울문화사,20140120,어린이(초등)
180,원피스 블루딥,"7,200",Eiichiro Oda,대원씨아이,20131230,만화
181,히말라야 환상방황,"12,600",정유정,은행나무,20140423,시/에세이
1,꾸뻬씨의 행복여행,"13,500",프랑수아 를로르,오래된미래,20040728,소설
2,색채가 없는 다자키 쓰쿠루와 그가 순례를 떠난 해,"13,320",무라카미 하루키,민음사,20130701,소설
3,정글만리 1,"14,850",조정래,해냄출판사,20130701,소설
4,나미야 잡화점의 기적,"13,320",히가시노 게이고,현대문학,20121219,소설
5,김미경의 드림 온(Dream On),"6,750",김미경,쌤앤파커스,20130111,자기계발
6,적을 만들지 않는 대화법,"10,800",샘 혼,갈매나무,20150323,자기계발
7,습관의 힘,"14,400",찰스 두히그,갤리온,20121030,자기계발
8,나는 죽을 때까지 재미있게 살고싶다,"12,600",김선경,갤리온,20130201,시/에세이
9,나는 다만 조금 느릴 뿐이다,"12,600",강세형,쌤앤파커스,20130129,시/에세이
10,인생수업,"11,700",법륜,휴,20131009,종교
11,1cm+(일 센티 플러스),"12,420",김은주,허밍버드,20130718,시/에세이
12,달에게 들려주고 싶은 이야기,"13,050",신경숙,문학동네,20130318,소설
13,천 번을 흔들려야 어른이 된다,"14,850",김난도,오우아,20120828,시/에세이
14,언니의 독설,"14,400",김미경,21세기북스,20121015,자기계발
15,빅 픽처,"10,800",더글라스 케네디,밝은세상,20100610,소설
16,28,"13,050",정유정,은행나무,20130627,소설
17,어떻게 살 것인가,"13,500",유시민,생각의길,20130313,인문
18,죽음이란 무엇인가,"15,120",셸리 케이건,엘도라도,20121121,인문
19,지금 시작하는 인문학,"16,200",주현성,더좋은책,20121020,인문
20,그래도 사랑하라,"12,600",전대식,공감,20121225,시/에세이
21,인페르노 1,"11,700",댄 브라운,문학수첩,20130705,소설
22,제3인류 1,"12,420",베르나르 베르베르,열린책들,20131023,소설
23,여덟 단어,"13,500",박웅현,북하우스,20130520,인문
24,총 균 쇠,"25,200",재레드 다이아몬드,문학사상,20051219,역사/문화
25,마법의 순간,"12,330",파울로 코엘료,자음과모음,20130509,시/에세이
26,하워드의 선물,"12,600",에릭 시노웨이 외,위즈덤하우스,20130304,자기계발
27,당신은 전략가입니까,"15,120",신시아 A. 몽고메리,리더스북,20130206,경제/경영
28,관찰의 힘,"13,500",얀 칩체이스 외,위너스북,20130610,경제/경영
29,아프니까 청춘이다,"12,600",김난도,쌤앤파커스,20101224,시/에세이
30,딸에게 보내는 심리학 편지,"12,600",한성희,갤리온,20130712,인문
31,살인자의 기억법,"9,000",김영하,문학동네,20130725,소설
32,나는 내일을 기다리지 않는다,"12,600",강수진,인플루엔셜,20130123,자기계발
33,고구려 5: 백성의 왕,"11,520",김진명,새움,20130527,소설
34,관점을 디자인하라,"13,320",박용후,프롬북스,20130712,자기계발
35,창문 넘어 도망친 100세 노인,"15,120",요나스 요나손,열린책들,20130725,소설
36,바람이 분다 당신이 좋다,"13,770",이병률,달,20120701,여행
37,이중섭 편지와 그림들(1916-1956),"13,500",이중섭,다빈치,20110416,예술/대중문화
38,희망의 귀환,"13,320",차동엽,위즈앤비즈,20130405,자기계발
39,365 매일 읽는 긍정의 한 줄,"12,150",린다 피콘,책이있는풍경,20121130,시/에세이
40,어떻게 원하는 것을 얻는가,"13,500",스튜어트 다이아몬드,8.0(에이트 포인트),20111130,자기계발
41,원씽(The One Thing)(리커버 특별판),"12,600",게리 켈러 외,비즈니스북스,20130830,자기계발
42,7년 후,"12,150",기욤 뮈소,밝은세상,20121127,소설
43,더 잡,"13,050",더글라스 케네디,밝은세상,20130806,소설
44,위대한 개츠비,"8,550",F. 스콧 피츠제럴드,문학동네,20091215,소설
45,7년의 밤,"13,050",정유정,은행나무,20160530,소설
46,책은 도끼다,"14,400",박웅현,북하우스,20111010,인문
47,문명의 배꼽 그리스,"18,000",박경철,리더스북,20130202,인문
48,스님의 주례사,"10,800",법륜,휴,20100913,종교
49,파이 이야기,"12,600",얀 마텔,작가정신,20131113,소설
50,서울 시,"8,820",하상욱,중앙북스,20130210,시/에세이
51,내 편이 아니라도 적을 만들지 마라,"13,500",스샤오옌,다연,20120207,자기계발
52,역사 e,"14,220",EBS <역사채널 e> 외,북하우스,20130304,인문
53,삐뽀삐뽀 119소아과,"26,820",하정훈,그린비,20140510,가정/육아
54,스마트한 선택들,"12,600",롤프 도벨리,걷는나무,20130424,자기계발
55,침묵의 미래(제37회 이상문학상 작품집 2013년),"12,420",김애란,문학사상,20130118,소설
56,내 인생에 용기가 되어준 한마디,"11,700",정호승,비채,20130101,시/에세이
57,New English 900 Vol 1,"11,700",Edwin T. Cornelius,YBM,20120903,외국어
58,그때 알았더라면 좋았을 것들,"14,400",정여울,아르테(arte),20130510,시/에세이
59,나는 오늘도 나를 응원한다,"12,420",마리사 피어,비즈니스북스,20110607,자기계발
60,나의 문화유산답사기 일본편 1: 규슈,"14,850",유홍준,창비,20130729,역사/문화
61,공부하는 힘,"12,600",황농문,위즈덤하우스,20130809,자기계발
62,위대한 개츠비,"8,100",F. 스콧 피츠제럴드,민음사,20090120,소설
63,미생: 아직 살아 있지 못한 자 1: 착수,"9,900",윤태호,위즈덤하우스,20120915,만화
64,왜 나는 너를 사랑하는가,"10,800",알랭 드 보통,청미래,20130115,소설
65,나는 천국을 보았다,"10,800",이븐 알렉산더,김영사,20130408,시/에세이
66,나는 아직 어른이 되려면 멀었다,"9,900",강세형,김영사,20100715,시/에세이
67,마법천자문 24: 구석구석 찾아라 찾을 방,"8,820",올댓스토리,아울북,20121226,어린이(초등)
68,최고의 공부,"13,500",켄 베인,와이즈베리,20130325,인문
69,1일1식,"11,700",나구모 요시노리,위즈덤하우스,20120910,건강
70,정의란 무엇인가,"13,500",마이클 샌델,김영사,20101020,인문
71,심리학 나 좀 구해줘,"12,420",폴커 키츠 외,갤리온,20130301,인문
72,엄마 수업,"10,800",법륜,휴,20111014,가정/육아
73,그리스인 조르바,"13,320",니코스 카잔차키스,열린책들,20091220,소설
74,내가 알고 있는걸 당신도 알게 된다면,"12,600",칼 필레머,토네이도,20120512,자기계발
75,장사의 시대,"13,500",필립 델브스 브러턴,어크로스,20130225,경제/경영
76,기획의 정석,"11,700",박신영,세종서적,20130520,자기계발
77,사람은 무엇으로 성장하는가,"13,050",존 맥스웰,비즈니스북스,20121005,자기계발
78,스마트한 생각들,"12,600",롤프 도벨리,걷는나무,20120628,자기계발
79,상실의 시대(원제: 노르웨이의 숲),"13,500",무라카미 하루키,문학사상사,20100720,소설
80,템테이션,"12,150",더글라스 케네디,밝은세상,20121002,소설
81,샐러드를 좋아하는 사자,"11,700",무라카미 하루키,비채,20130504,시/에세이
82,아기가 잘먹는 이유식은 따로 있다,"11,520",김정미,레시피팩토리,20100201,요리
83,스물아홉 생일 1년 후 죽기로 결심했다(반짝 에디션),"14,220",하야마 아마리,위즈덤하우스,20221201,시/에세이
84,원피스 69: Sad,"4,500",Eiichiro Oda,대원씨아이,20130331,만화
85,노란집,"11,700",박완서,열림원,20130830,소설
86,이기는 대화,"11,700",이서정,머니플러스,20130718,자기계발
87,끌림,"13,500",이병률,달,20100701,여행
88,엄마를 부탁해,"13,500",신경숙,창비,20081110,소설
89,여성에게 드리는 100자의 행복,"9,000",이케다 다이사쿠,연합뉴스동북아센터,20130227,자기계발
90,소금,"11,700",박범신,한겨레출판사,20130415,소설
91,내가 보고 싶었던 세계,"12,600",석지영,북하우스,20130110,시/에세이
92,장사의 신,"12,600",우노 다카시,쌤앤파커스,20120927,경제/경영
93,그리고 산이 울렸다,"13,320",할레드 호세이니,현대문학,20130715,소설
94,초역 니체의 말,"10,800",프리드리히 니체,삼호미디어,20101105,인문
95,사랑하라 한번도 상처받지 않은 것처럼,"9,000",류시화,오래된미래,20081024,시/에세이
96,FBI 행동의 심리학,"12,600",조 내버로 외,리더스북,20100913,자기계발
97,파리에선 그대가 꽃이다,"13,500",손미나,웅진지식하우스,20130725,시/에세이
98,아크라 문서,"11,520",파울로 코엘료,문학동네,20130905,소설
99,내 얘기를 들어줄 단 한 사람이 있다면,"12,420",조우성,리더스북,20130410,시/에세이
100,진짜 기본 요리책,"14,220",월간 수퍼레시피,레시피팩토리,20130118,요리
101,유엔미래보고서 2030,"13,500",박영숙 외,교보문고,20121128,경제/경영
102,트렌드 코리아 2013,"14,400",김난도 외,미래의창,20121121,경제/경영
103,프랑스 아이처럼,"13,500",파멜라 드러커맨,북하이브,20130320,가정/육아
104,예감은 틀리지 않는다,"11,520",줄리언 반스,다산책방,20120326,소설
105,높고 푸른 사다리,"11,700",공지영,한겨레출판사,20131028,소설
106,행복한 그림자의 춤,"10,800",앨리스 먼로,뿔,20100501,소설
107,나를 찾아줘,"15,300",길리언 플린,푸른숲,20130401,소설
108,청춘 거침없이 달려라,"4,500",강남구,국일미디어,20130315,자기계발
109,사랑해 사랑해 사랑해,"10,350",버나뎃 로제티 슈스탁,보물창고,20190325,유아(0~7세)
110,삐뽀삐뽀 119 이유식,"10,710",하정훈,그린비,20060915,요리
111,갈림길,"5,400",윌리엄 폴 영,세계사,20130223,소설
112,돈보다 운을 벌어라,"12,600",김승호,쌤앤파커스,20130409,자기계발
113,세계 대전 Z,"12,420",맥스 브룩스,황금가지,20080612,소설
114,참 좋은 당신을 만났습니다,"12,420",송정림,나무생각,20130729,시/에세이
115,피로사회,"10,800",한병철,문학과지성사,20120305,인문
116,김난도의 내일,"13,500",김난도 외,오우아,20130704,자기계발
117,뜨거워야 움직이고 미쳐야 내 것이 된다,"12,600",김병완,서래BOOKS,20130105,자기계발
118,베르나르 베르베르의 상상력 사전,"14,220",베르나르 베르베르,열린책들,20110303,시/에세이
119,백설공주에게 죽음을,"15,120",넬레 노이하우스,북로드,20110211,소설
120,비블리아 고서당 사건수첩: 시오리코 씨와 기묘한 손님들,"10,800",미카미 엔,디앤씨미디어,20130228,소설
121,소문의 여자,"11,520",오쿠다 히데오,오후세시,20130604,소설
122,길 위에서 하버드까지,"14,220",리즈 머리,다산책방,20121212,시/에세이
123,사악한 늑대,"15,120",넬레 노이하우스,북로드,20130619,소설
124,리딩으로 리드하라,"13,500",이지성,문학동네,20101117,자기계발
125,지면서 이기는 관계술,"13,500",이태혁,위즈덤하우스,20130601,자기계발
126,퇴마록 외전(그들이 살아가는 법),"8,550",이우혁,엘릭시르,20130331,소설
127,여자의 습관,"11,700",정은길,다산북스,20130712,경제/경영
128,참을 수 없는 존재의 가벼움,"11,700",밀란 쿤데라,민음사,20091224,소설
129,서른 살엔 미처 몰랐던 것들,"11,700",김선경,걷는나무,20101118,시/에세이
130,인생학교: 섹스,"10,800",알랭 드 보통,쌤앤파커스,20130111,시/에세이
131,마시멜로 세 번째 이야기,"12,600",호아킴 데 포사다 외,21세기북스,20131017,자기계발
132,철학이 필요한 시간,"16,020",강신주,사계절,20110215,인문
133,꾸뻬 씨의 인생 여행,"14,400",프랑수아 를로르,열림원,20110228,소설
134,사과가 쿵!,"9,900",다다 히로시,보림,20090620,유아(0~7세)
135,두근 두근 내 인생,"12,600",김애란,창비,20110620,소설
136,클로즈업 오사카(2017),"16,200",유재우 외,에디터,20161209,여행
137,승자의 안목,"13,500",김봉국,센추리원,20130310,경제/경영
138,내 아이를 위한 감정코칭,"14,220",존 가트맨 외,한국경제신문사,20110216,가정/육아
139,꿈꾸는 다락방,"12,150",이지성,국일미디어,20070528,자기계발
140,2030 대담한 미래,"25,200",최윤식,지식노마드,20130805,경제/경영
141,답을 내는 조직,"13,500",김성호,쌤앤파커스,20121110,경제/경영
142,진격의 거인 10,"4,500",Hajime Isayama ,학산문화사,20130525,만화
143,인생,"12,600",최인호,여백,20130308,시/에세이
144,불안,"13,500",알랭 드 보통,은행나무,20120104,시/에세이
145,부모라면 유대인처럼,"12,420",고재학,위즈덤하우스,20101215,가정/육아
146,딸아 외로울 때는 시를 읽으렴,"9,000",신현림,걷는나무,20110402,시/에세이
147,이보영의 여행 영어회화,"8,820",이보영,에듀박스,20090925,외국어
148,L’s Bravo Viewtiful(그룹 인피니트 엘의 포토에세이 북),"19,800",L(엘),울림엔터테인먼트,20130515,예술/대중문화
149,나는 까칠하게 살기로 했다,"13,500",양창순,센추리원,20120215,자기계발
150,팔지 마라 사게 하라,"16,200",장문정,쌤앤파커스,20130509,경제/경영
151,우리 아빠가 최고야,"9,000",앤서니 브라운,킨더랜드,20070215,유아(0~7세)
152,잡동사니,"11,520",에쿠니 가오리,소담출판사,20130313,소설
153,그래도 사랑,"12,420",정현주,중앙북스,20130923,시/에세이
154,새로운 디지털 시대,"18,000",에릭 슈미트 외,알키,20140722,경제/경영
155,린인,"13,500",셰릴 샌드버그,와이즈베리,20130605,자기계발
156,얼굴 빨개지는 아이,"10,620",장 자끄 상뻬,별천지,20140430,소설
157,빅 픽처를 그려라,"13,050",전옥표,비즈니스북스,20130523,자기계발
158,클로즈업 홍콩(2015-2016),"15,300",유재우 외,에디터,20150401,여행
159,엄마 일단 가고봅시다,"13,500",태원준,북로그컴퍼니,20130715,시/에세이
160,고구려 1: 도망자 을불,"11,520",김진명,새움,20110228,소설
161,인생에 변명하지 마라,"13,500",이영석,쌤앤파커스,20120827,자기계발
162,당신 참 괜찮은 사람이야,"13,500",양창순,센추리원,20121201,자기계발
163,안녕 친구야,"11,700",강풀,웅진주니어,20130114,유아(0~7세)
164,리빙 더 월드,"13,050",더글라스 케네디,밝은세상,20130401,소설
165,다시 아이를 키운다면,"11,520",박혜란,나무를심는사람들,20130515,가정/육아
166,그대는 그대가 가야 할 길을 알고 있는가,"12,600",선묵혜자,아침단청,20130117,시/에세이
167,성경과 5대 제국,"17,100",조병호,통독원,20110307,종교
168,나는 돈이 없어도 경매를 한다,"14,400",이현정,길벗,20130805,경제/경영
169,하고 싶다 연애,"12,600",안선영,북노마드,20130505,시/에세이
170,독서 천재가 된 홍대리,"11,700",이지성 외,다산라이프,20110829,자기계발
171,은밀하게 위대하게 2,"9,900",최종훈,발해BOOKS,20110820,만화
172,샬롯의 거미줄,"6,300",엘윈 브룩스 화이트,시공주니어,20001207,어린이(초등)
173,괜찮아,"9,000",최숙희,웅진주니어,20090422,유아(0~7세)
174,영어회화 베스트 표현 1200: 상황회화 편,"8,820",김대운,토마토,20121203,외국어
175,영어패턴 500 플러스,"13,500",이광수 외,넥서스,20120425,외국어
176,연금술사,"10,800",파울로 코엘료,문학동네,20181205,소설
177,요츠바랑 12,"4,680",아즈마 키요히코,대원씨아이,20130425,만화
178,어제까지의 세계,"26,100",재레드 다이아몬드,김영사,20130509,역사/문화
179,3분 고전 2,"12,600",박재희,작은씨앗,20130617,자기계발
